Показник,region,Категорія розрізу,activity,sex,Періодичність,year,enterprises_count
Кількість активних підприємств,Харківська,Вид економічної діяльності,Переробна промисловість,Жінки,Річна,2025,749
Кількість активних підприємств,Харківська,Вид економічної діяльності,Інформація та телекомунікації,Жінки,Річна,2025,286
Кількість активних підприємств,Харківська,Вид економічної діяльності,"Водопостачання; каналізація, поводження з відходами",Чоловіки,Річна,2025,128
Кількість активних підприємств,Харківська,Вид економічної діяльності,Тимчасове розміщування й організація харчування,Чоловіки,Річна,2025,154
Кількість активних підприємств,Харківська,Вид економічної діяльності,"Водопостачання; каналізація, поводження з відходами",Жінки,Річна,2025,38
Кількість активних підприємств,Харківська,Вид економічної діяльності,Охорона здоров'я та надання соціальної допомоги,Чоловіки,Річна,2025,1309
Кількість активних підприємств,Харківська,Вид економічної діяльності,"Професійна, наукова та технічна діяльність",Чоловіки,Річна,2025,996
Кількість активних підприємств,Херсонська,Вид економічної діяльності,Фінансова та страхова діяльність,Чоловіки,Річна,2025,9
Кількість активних підприємств,Херсонська,Вид економічної діяльності,Операції з нерухомим майном,Чоловіки,Річна,2025,117
Кількість активних підприємств,Херсонська,Вид економічної діяльності,Інформація та телекомунікації,Чоловіки,Річна,2025,46
Кількість активних підприємств,Херсонська,Вид економічної діяльності,Тимчасове розміщування й організація харчування,Чоловіки,Річна,2025,19
Кількість активних підприємств,Херсонська,Вид економічної діяльності,Діяльність у сфері адміністративного та допоміжного обслуговування,Жінки,Річна,2025,1105
Кількість активних підприємств,Херсонська,Вид економічної діяльності,Оптова та роздрібна торгівля; ремонт автотранспортних засобів і мотоциклів,Чоловіки,Річна,2025,247
Кількість активних підприємств,Херсонська,Вид економічної діяльності,"Транспорт, складське господарство, поштова та кур'єрська діяльність",Жінки,Річна,2025,29
Кількість активних підприємств,Херсонська,Вид економічної діяльності,"Транспорт, складське господарство, поштова та кур'єрська діяльність",Чоловіки,Річна,2025,99
Кількість активних підприємств,Херсонська,Вид економічної діяльності,Освіта,Чоловіки,Річна,2025,184
Кількість активних підприємств,Херсонська,Вид економічної діяльності,Державне управління й оборона; обов'язкове соціальне страхування,Чоловіки,Річна,2025,489
Кількість активних підприємств,Херсонська,Вид економічної діяльності,Діяльність у сфері адміністративного та допоміжного обслуговування,Чоловіки,Річна,2025,853
Кількість активних підприємств,Херсонська,Вид економічної діяльності,"Професійна, наукова та технічна діяльність",Чоловіки,Річна,2025,112
Кількість активних підприємств,Херсонська,Вид економічної діяльності,"Мистецтво, спорт, розваги та відпочинок",Чоловіки,Річна,2025,74
Кількість активних підприємств,Херсонська,Вид економічної діяльності,"Постачання електроенергії, газу, пари та кондиційованого повітря",Чоловіки,Річна,2025,27
Кількість активних підприємств,Херсонська,Вид економічної діяльності,Переробна промисловість,Чоловіки,Річна,2025,127
Кількість активних підприємств,Херсонська,Вид економічної діяльності,Надання інших видів послуг,Чоловіки,Річна,2025,2293
Кількість активних підприємств,Херсонська,Вид економічної діяльності,Охорона здоров'я та надання соціальної допомоги,Чоловіки,Річна,2025,262
Кількість активних підприємств,Херсонська,Вид економічної діяльності,Будівництво,Чоловіки,Річна,2025,111
Кількість активних підприємств,Херсонська,Вид економічної діяльності,"Водопостачання; каналізація, поводження з відходами",Чоловіки,Річна,2025,51
Кількість активних підприємств,Херсонська,Вид економічної діяльності,Добувна промисловість і розроблення кар'єрів,Чоловіки,Річна,2025,4
Кількість активних підприємств,Херсонська,Вид економічної діяльності,"Сільське господарство, лісове господарство та рибне господарство",Чоловіки,Річна,2025,278
Кількість активних підприємств,Херсонська,Вид економічної діяльності,Операції з нерухомим майном,Жінки,Річна,2025,61
Кількість активних підприємств,Херсонська,Вид економічної діяльності,Тимчасове розміщування й організація харчування,Жінки,Річна,2025,17
Кількість активних підприємств,Херсонська,Вид економічної діяльності,Надання інших видів послуг,Жінки,Річна,2025,1148
Кількість активних підприємств,Херсонська,Вид економічної діяльності,Оптова та роздрібна торгівля; ремонт автотранспортних засобів і мотоциклів,Жінки,Річна,2025,130
Кількість активних підприємств,Херсонська,Вид економічної діяльності,Добувна промисловість і розроблення кар'єрів,Жінки,Річна,2025,1
Кількість активних підприємств,Херсонська,Вид економічної діяльності,Фінансова та страхова діяльність,Жінки,Річна,2025,4
Кількість активних підприємств,Херсонська,Вид економічної діяльності,Охорона здоров'я та надання соціальної допомоги,Жінки,Річна,2025,296
Кількість активних підприємств,Херсонська,Вид економічної діяльності,"Постачання електроенергії, газу, пари та кондиційованого повітря",Жінки,Річна,2025,13
Кількість активних підприємств,Херсонська,Вид економічної діяльності,Інформація та телекомунікації,Жінки,Річна,2025,20
Кількість активних підприємств,Херсонська,Вид економічної діяльності,Освіта,Жінки,Річна,2025,878
Кількість активних підприємств,Херсонська,Вид економічної діяльності,"Водопостачання; каналізація, поводження з відходами",Жінки,Річна,2025,16
Кількість активних підприємств,Херсонська,Вид економічної діяльності,Державне управління й оборона; обов'язкове соціальне страхування,Жінки,Річна,2025,719
Кількість активних підприємств,Херсонська,Вид економічної діяльності,Будівництво,Жінки,Річна,2025,33
Кількість активних підприємств,Херсонська,Вид економічної діяльності,Переробна промисловість,Жінки,Річна,2025,36
Кількість активних підприємств,Херсонська,Вид економічної діяльності,"Сільське господарство, лісове господарство та рибне господарство",Жінки,Річна,2025,73
Кількість активних підприємств,Херсонська,Вид економічної діяльності,"Мистецтво, спорт, розваги та відпочинок",Жінки,Річна,2025,231
Кількість активних підприємств,Херсонська,Вид економічної діяльності,"Професійна, наукова та технічна діяльність",Жінки,Річна,2025,97
Кількість активних підприємств,Хмельницька,Вид економічної діяльності,Інформація та телекомунікації,Чоловіки,Річна,2025,151
Кількість активних підприємств,Хмельницька,Вид економічної діяльності,Операції з нерухомим майном,Чоловіки,Річна,2025,453
Кількість активних підприємств,Хмельницька,Вид економічної діяльності,"Професійна, наукова та технічна діяльність",Чоловіки,Річна,2025,255
Кількість активних підприємств,Хмельницька,Вид економічної діяльності,Фінансова та страхова діяльність,Чоловіки,Річна,2025,19
Кількість активних підприємств,Хмельницька,Вид економічної діяльності,Тимчасове розміщування й організація харчування,Чоловіки,Річна,2025,79
Кількість активних підприємств,Хмельницька,Вид економічної діяльності,"Транспорт, складське господарство, поштова та кур'єрська діяльність",Чоловіки,Річна,2025,271
Кількість активних підприємств,Хмельницька,Вид економічної діяльності,Оптова та роздрібна торгівля; ремонт автотранспортних засобів і мотоциклів,Чоловіки,Річна,2025,1113
Кількість активних підприємств,Хмельницька,Вид економічної діяльності,Діяльність у сфері адміністративного та допоміжного обслуговування,Чоловіки,Річна,2025,1777
Кількість активних підприємств,Хмельницька,Вид економічної діяльності,Інформація та телекомунікації,Жінки,Річна,2025,67
Кількість активних підприємств,Хмельницька,Вид економічної діяльності,Переробна промисловість,Чоловіки,Річна,2025,805
Кількість активних підприємств,Хмельницька,Вид економічної діяльності,"Сільське господарство, лісове господарство та рибне господарство",Чоловіки,Річна,2025,1454
Кількість активних підприємств,Хмельницька,Вид економічної діяльності,Освіта,Чоловіки,Річна,2025,334
Кількість активних підприємств,Хмельницька,Вид економічної діяльності,Державне управління й оборона; обов'язкове соціальне страхування,Чоловіки,Річна,2025,542
Кількість активних підприємств,Хмельницька,Вид економічної діяльності,Добувна промисловість і розроблення кар'єрів,Чоловіки,Річна,2025,53
Кількість активних підприємств,Хмельницька,Вид економічної діяльності,Будівництво,Чоловіки,Річна,2025,630
Кількість активних підприємств,Хмельницька,Вид економічної діяльності,"Водопостачання; каналізація, поводження з відходами",Чоловіки,Річна,2025,66
Кількість активних підприємств,Хмельницька,Вид економічної діяльності,"Постачання електроенергії, газу, пари та кондиційованого повітря",Чоловіки,Річна,2025,125
Кількість активних підприємств,Хмельницька,Вид економічної діяльності,Освіта,Жінки,Річна,2025,1153
Кількість активних підприємств,Хмельницька,Вид економічної діяльності,Фінансова та страхова діяльність,Жінки,Річна,2025,12
Кількість активних підприємств,Хмельницька,Вид економічної діяльності,Добувна промисловість і розроблення кар'єрів,Жінки,Річна,2025,7
Кількість активних підприємств,Хмельницька,Вид економічної діяльності,Тимчасове розміщування й організація харчування,Жінки,Річна,2025,73
Кількість активних підприємств,Хмельницька,Вид економічної діяльності,Діяльність у сфері адміністративного та допоміжного обслуговування,Жінки,Річна,2025,946
Кількість активних підприємств,Хмельницька,Вид економічної діяльності,"Постачання електроенергії, газу, пари та кондиційованого повітря",Жінки,Річна,2025,34
Кількість активних підприємств,Хмельницька,Вид економічної діяльності,"Професійна, наукова та технічна діяльність",Жінки,Річна,2025,149
Кількість активних підприємств,Хмельницька,Вид економічної діяльності,Оптова та роздрібна торгівля; ремонт автотранспортних засобів і мотоциклів,Жінки,Річна,2025,536
Кількість активних підприємств,Хмельницька,Вид економічної діяльності,Будівництво,Жінки,Річна,2025,138
Кількість активних підприємств,Хмельницька,Вид економічної діяльності,"Сільське господарство, лісове господарство та рибне господарство",Жінки,Річна,2025,324
Кількість активних підприємств,Хмельницька,Вид економічної діяльності,Операції з нерухомим майном,Жінки,Річна,2025,304
Кількість активних підприємств,Хмельницька,Вид економічної діяльності,"Водопостачання; каналізація, поводження з відходами",Жінки,Річна,2025,14
Кількість активних підприємств,Хмельницька,Вид економічної діяльності,"Транспорт, складське господарство, поштова та кур'єрська діяльність",Жінки,Річна,2025,103
Кількість активних підприємств,Хмельницька,Вид економічної діяльності,Державне управління й оборона; обов'язкове соціальне страхування,Жінки,Річна,2025,683
Кількість активних підприємств,Хмельницька,Вид економічної діяльності,Переробна промисловість,Жінки,Річна,2025,234
Кількість активних підприємств,Хмельницька,Вид економічної діяльності,"Мистецтво, спорт, розваги та відпочинок",Чоловіки,Річна,2025,87
Кількість активних підприємств,Хмельницька,Вид економічної діяльності,Охорона здоров'я та надання соціальної допомоги,Чоловіки,Річна,2025,537
Кількість активних підприємств,Хмельницька,Вид економічної діяльності,Надання інших видів послуг,Чоловіки,Річна,2025,3648
Кількість активних підприємств,Хмельницька,Вид економічної діяльності,Охорона здоров'я та надання соціальної допомоги,Жінки,Річна,2025,390
Кількість активних підприємств,Хмельницька,Вид економічної діяльності,Надання інших видів послуг,Жінки,Річна,2025,1490
Кількість активних підприємств,Хмельницька,Вид економічної діяльності,"Мистецтво, спорт, розваги та відпочинок",Жінки,Річна,2025,126
Кількість активних підприємств,Черкаська,Вид економічної діяльності,Добувна промисловість і розроблення кар'єрів,Чоловіки,Річна,2025,24
Кількість активних підприємств,Черкаська,Вид економічної діяльності,"Сільське господарство, лісове господарство та рибне господарство",Чоловіки,Річна,2025,1856
Кількість активних підприємств,Черкаська,Вид економічної діяльності,"Сільське господарство, лісове господарство та рибне господарство",Жінки,Річна,2025,439
Кількість активних підприємств,Черкаська,Вид економічної діяльності,Добувна промисловість і розроблення кар'єрів,Жінки,Річна,2025,2
Кількість активних підприємств,Черкаська,Вид економічної діяльності,Переробна промисловість,Жінки,Річна,2025,275
Кількість активних підприємств,Черкаська,Вид економічної діяльності,"Постачання електроенергії, газу, пари та кондиційованого повітря",Жінки,Річна,2025,34
Кількість активних підприємств,Черкаська,Вид економічної діяльності,Охорона здоров'я та надання соціальної допомоги,Жінки,Річна,2025,395
Кількість активних підприємств,Черкаська,Вид економічної діяльності,Будівництво,Жінки,Річна,2025,143
Кількість активних підприємств,Черкаська,Вид економічної діяльності,Тимчасове розміщування й організація харчування,Жінки,Річна,2025,62
Кількість активних підприємств,Черкаська,Вид економічної діяльності,"Мистецтво, спорт, розваги та відпочинок",Жінки,Річна,2025,159
Кількість активних підприємств,Черкаська,Вид економічної діяльності,Надання інших видів послуг,Чоловіки,Річна,2025,3174
Кількість активних підприємств,Черкаська,Вид економічної діяльності,Державне управління й оборона; обов'язкове соціальне страхування,Чоловіки,Річна,2025,677
Кількість активних підприємств,Черкаська,Вид економічної діяльності,Фінансова та страхова діяльність,Жінки,Річна,2025,18
Кількість активних підприємств,Черкаська,Вид економічної діяльності,Освіта,Жінки,Річна,2025,883
Кількість активних підприємств,Черкаська,Вид економічної діяльності,"Транспорт, складське господарство, поштова та кур'єрська діяльність",Чоловіки,Річна,2025,372
Кількість активних підприємств,Черкаська,Вид економічної діяльності,Інформація та телекомунікації,Чоловіки,Річна,2025,171
Кількість активних підприємств,Черкаська,Вид економічної діяльності,Будівництво,Чоловіки,Річна,2025,556
Кількість активних підприємств,Черкаська,Вид економічної діяльності,Фінансова та страхова діяльність,Чоловіки,Річна,2025,25
Кількість активних підприємств,Черкаська,Вид економічної діяльності,Тимчасове розміщування й організація харчування,Чоловіки,Річна,2025,63
Кількість активних підприємств,Черкаська,Вид економічної діяльності,Оптова та роздрібна торгівля; ремонт автотранспортних засобів і мотоциклів,Чоловіки,Річна,2025,1327
Кількість активних підприємств,Черкаська,Вид економічної діяльності,"Водопостачання; каналізація, поводження з відходами",Чоловіки,Річна,2025,94
Кількість активних підприємств,Черкаська,Вид економічної діяльності,"Постачання електроенергії, газу, пари та кондиційованого повітря",Чоловіки,Річна,2025,112
Кількість активних підприємств,Черкаська,Вид економічної діяльності,Переробна промисловість,Чоловіки,Річна,2025,884
Кількість активних підприємств,Черкаська,Вид економічної діяльності,"Мистецтво, спорт, розваги та відпочинок",Чоловіки,Річна,2025,95
Кількість активних підприємств,Черкаська,Вид економічної діяльності,Надання інших видів послуг,Жінки,Річна,2025,1424
Кількість активних підприємств,Черкаська,Вид економічної діяльності,Освіта,Чоловіки,Річна,2025,246
Кількість активних підприємств,Черкаська,Вид економічної діяльності,Оптова та роздрібна торгівля; ремонт автотранспортних засобів і мотоциклів,Жінки,Річна,2025,540
Кількість активних підприємств,Черкаська,Вид економічної діяльності,Діяльність у сфері адміністративного та допоміжного обслуговування,Чоловіки,Річна,2025,1344
Кількість активних підприємств,Черкаська,Вид економічної діяльності,Діяльність у сфері адміністративного та допоміжного обслуговування,Жінки,Річна,2025,883
Кількість активних підприємств,Черкаська,Вид економічної діяльності,Операції з нерухомим майном,Чоловіки,Річна,2025,487
Кількість активних підприємств,Черкаська,Вид економічної діяльності,"Транспорт, складське господарство, поштова та кур'єрська діяльність",Жінки,Річна,2025,141
Кількість активних підприємств,Черкаська,Вид економічної діяльності,"Професійна, наукова та технічна діяльність",Жінки,Річна,2025,168
Кількість активних підприємств,Черкаська,Вид економічної діяльності,Операції з нерухомим майном,Жінки,Річна,2025,317
Кількість активних підприємств,Черкаська,Вид економічної діяльності,Державне управління й оборона; обов'язкове соціальне страхування,Жінки,Річна,2025,960
Кількість активних підприємств,Черкаська,Вид економічної діяльності,Інформація та телекомунікації,Жінки,Річна,2025,94
Кількість активних підприємств,Черкаська,Вид економічної діяльності,Охорона здоров'я та надання соціальної допомоги,Чоловіки,Річна,2025,540
Кількість активних підприємств,Черкаська,Вид економічної діяльності,"Професійна, наукова та технічна діяльність",Чоловіки,Річна,2025,264
Кількість активних підприємств,Черкаська,Вид економічної діяльності,"Водопостачання; каналізація, поводження з відходами",Жінки,Річна,2025,13
Кількість активних підприємств,Чернівецька,Вид економічної діяльності,Добувна промисловість і розроблення кар'єрів,Жінки,Річна,2025,5
Кількість активних підприємств,Чернівецька,Вид економічної діяльності,Діяльність у сфері адміністративного та допоміжного обслуговування,Жінки,Річна,2025,479
Кількість активних підприємств,Чернівецька,Вид економічної діяльності,"Транспорт, складське господарство, поштова та кур'єрська діяльність",Жінки,Річна,2025,69
Кількість активних підприємств,Чернівецька,Вид економічної діяльності,Фінансова та страхова діяльність,Чоловіки,Річна,2025,12
Кількість активних підприємств,Чернівецька,Вид економічної діяльності,"Професійна, наукова та технічна діяльність",Чоловіки,Річна,2025,123
Кількість активних підприємств,Чернівецька,Вид економічної діяльності,Тимчасове розміщування й організація харчування,Жінки,Річна,2025,41
Кількість активних підприємств,Чернівецька,Вид економічної діяльності,Надання інших видів послуг,Чоловіки,Річна,2025,2771
Кількість активних підприємств,Чернівецька,Вид економічної діяльності,"Водопостачання; каналізація, поводження з відходами",Чоловіки,Річна,2025,36
Кількість активних підприємств,Чернівецька,Вид економічної діяльності,Переробна промисловість,Чоловіки,Річна,2025,409
Кількість активних підприємств,Чернівецька,Вид економічної діяльності,Охорона здоров'я та надання соціальної допомоги,Чоловіки,Річна,2025,480
Кількість активних підприємств,Чернівецька,Вид економічної діяльності,Державне управління й оборона; обов'язкове соціальне страхування,Чоловіки,Річна,2025,340
Кількість активних підприємств,Чернівецька,Вид економічної діяльності,Державне управління й оборона; обов'язкове соціальне страхування,Жінки,Річна,2025,360
Кількість активних підприємств,Чернівецька,Вид економічної діяльності,Тимчасове розміщування й організація харчування,Чоловіки,Річна,2025,45
Кількість активних підприємств,Чернівецька,Вид економічної діяльності,Оптова та роздрібна торгівля; ремонт автотранспортних засобів і мотоциклів,Чоловіки,Річна,2025,570
Кількість активних підприємств,Чернівецька,Вид економічної діяльності,"Сільське господарство, лісове господарство та рибне господарство",Чоловіки,Річна,2025,479
Кількість активних підприємств,Чернівецька,Вид економічної діяльності,Освіта,Жінки,Річна,2025,621
Кількість активних підприємств,Чернівецька,Вид економічної діяльності,Переробна промисловість,Жінки,Річна,2025,138
Кількість активних підприємств,Чернівецька,Вид економічної діяльності,Операції з нерухомим майном,Чоловіки,Річна,2025,234
Кількість активних підприємств,Чернівецька,Вид економічної діяльності,Будівництво,Жінки,Річна,2025,40
Кількість активних підприємств,Чернівецька,Вид економічної діяльності,"Професійна, наукова та технічна діяльність",Жінки,Річна,2025,83
Кількість активних підприємств,Чернівецька,Вид економічної діяльності,"Постачання електроенергії, газу, пари та кондиційованого повітря",Чоловіки,Річна,2025,32
Кількість активних підприємств,Чернівецька,Вид економічної діяльності,"Сільське господарство, лісове господарство та рибне господарство",Жінки,Річна,2025,127
Кількість активних підприємств,Чернівецька,Вид економічної діяльності,"Транспорт, складське господарство, поштова та кур'єрська діяльність",Чоловіки,Річна,2025,260
Кількість активних підприємств,Чернівецька,Вид економічної діяльності,Освіта,Чоловіки,Річна,2025,220
Кількість активних підприємств,Чернівецька,Вид економічної діяльності,"Мистецтво, спорт, розваги та відпочинок",Жінки,Річна,2025,114
Кількість активних підприємств,Чернівецька,Вид економічної діяльності,Охорона здоров'я та надання соціальної допомоги,Жінки,Річна,2025,340
Кількість активних підприємств,Чернівецька,Вид економічної діяльності,"Водопостачання; каналізація, поводження з відходами",Жінки,Річна,2025,8
Кількість активних підприємств,Чернівецька,Вид економічної діяльності,Фінансова та страхова діяльність,Жінки,Річна,2025,4
Кількість активних підприємств,Чернівецька,Вид економічної діяльності,"Постачання електроенергії, газу, пари та кондиційованого повітря",Жінки,Річна,2025,12
Кількість активних підприємств,Чернівецька,Вид економічної діяльності,Інформація та телекомунікації,Жінки,Річна,2025,37
Кількість активних підприємств,Чернівецька,Вид економічної діяльності,Надання інших видів послуг,Жінки,Річна,2025,973
Кількість активних підприємств,Чернівецька,Вид економічної діяльності,Інформація та телекомунікації,Чоловіки,Річна,2025,101
Кількість активних підприємств,Чернівецька,Вид економічної діяльності,Діяльність у сфері адміністративного та допоміжного обслуговування,Чоловіки,Річна,2025,828
Кількість активних підприємств,Чернівецька,Вид економічної діяльності,Операції з нерухомим майном,Жінки,Річна,2025,149
Кількість активних підприємств,Чернівецька,Вид економічної діяльності,Будівництво,Чоловіки,Річна,2025,305
Кількість активних підприємств,Чернівецька,Вид економічної діяльності,"Мистецтво, спорт, розваги та відпочинок",Чоловіки,Річна,2025,103
Кількість активних підприємств,Чернівецька,Вид економічної діяльності,Добувна промисловість і розроблення кар'єрів,Чоловіки,Річна,2025,26
Кількість активних підприємств,Чернівецька,Вид економічної діяльності,Оптова та роздрібна торгівля; ремонт автотранспортних засобів і мотоциклів,Жінки,Річна,2025,270
Кількість активних підприємств,Чернігівська,Вид економічної діяльності,"Транспорт, складське господарство, поштова та кур'єрська діяльність",Жінки,Річна,2025,72
Кількість активних підприємств,Чернігівська,Вид економічної діяльності,Добувна промисловість і розроблення кар'єрів,Жінки,Річна,2025,4
Кількість активних підприємств,Чернігівська,Вид економічної діяльності,Освіта,Жінки,Річна,2025,749
Кількість активних підприємств,Чернігівська,Вид економічної діяльності,"Постачання електроенергії, газу, пари та кондиційованого повітря",Жінки,Річна,2025,6
Кількість активних підприємств,Чернігівська,Вид економічної діяльності,Оптова та роздрібна торгівля; ремонт автотранспортних засобів і мотоциклів,Жінки,Річна,2025,319
Кількість активних підприємств,Чернігівська,Вид економічної діяльності,Тимчасове розміщування й організація харчування,Жінки,Річна,2025,79
Кількість активних підприємств,Чернігівська,Вид економічної діяльності,"Постачання електроенергії, газу, пари та кондиційованого повітря",Чоловіки,Річна,2025,39
Кількість активних підприємств,Чернігівська,Вид економічної діяльності,Операції з нерухомим майном,Чоловіки,Річна,2025,294
Кількість активних підприємств,Чернігівська,Вид економічної діяльності,"Транспорт, складське господарство, поштова та кур'єрська діяльність",Чоловіки,Річна,2025,231
Кількість активних підприємств,Чернігівська,Вид економічної діяльності,Діяльність у сфері адміністративного та допоміжного обслуговування,Жінки,Річна,2025,422
Кількість активних підприємств,Чернігівська,Вид економічної діяльності,"Мистецтво, спорт, розваги та відпочинок",Чоловіки,Річна,2025,90
Кількість активних підприємств,Чернігівська,Вид економічної діяльності,Охорона здоров'я та надання соціальної допомоги,Чоловіки,Річна,2025,366
Кількість активних підприємств,Чернігівська,Вид економічної діяльності,Освіта,Чоловіки,Річна,2025,237
Кількість активних підприємств,Чернігівська,Вид економічної діяльності,Державне управління й оборона; обов'язкове соціальне страхування,Чоловіки,Річна,2025,353
Кількість активних підприємств,Чернігівська,Вид економічної діяльності,"Водопостачання; каналізація, поводження з відходами",Жінки,Річна,2025,18
Кількість активних підприємств,Чернігівська,Вид економічної діяльності,Операції з нерухомим майном,Жінки,Річна,2025,209
Кількість активних підприємств,Чернігівська,Вид економічної діяльності,"Мистецтво, спорт, розваги та відпочинок",Жінки,Річна,2025,143
Кількість активних підприємств,Чернігівська,Вид економічної діяльності,Будівництво,Жінки,Річна,2025,62
Кількість активних підприємств,Чернігівська,Вид економічної діяльності,Переробна промисловість,Чоловіки,Річна,2025,514
Кількість активних підприємств,Чернігівська,Вид економічної діяльності,Фінансова та страхова діяльність,Чоловіки,Річна,2025,12
Кількість активних підприємств,Чернігівська,Вид економічної діяльності,Тимчасове розміщування й організація харчування,Чоловіки,Річна,2025,53
Кількість активних підприємств,Чернігівська,Вид економічної діяльності,Охорона здоров'я та надання соціальної допомоги,Жінки,Річна,2025,295
